CustomerID,Name,Gender,Age,City,Country,JoinDate,Email,OrderID,ProductID,OrderDate,Quantity,PaymentMethod,OrderStatus,SaleID,Revenue,Discount,Profit,Tax,ShippingCost,ProductName,Category,Brand,CostPrice,SellingPrice,Stock,ReturnID,ReturnOrderID,ReturnDate,Reason,RefundAmount,ReturnStatus
6,Customer 6,Female,32,Rawalpindi,Pakistan,2024-10-28,customer6@mail.com,951,298,2025-01-18,3,Wallet,Completed,951,882,0.0,4.9,44.1,14,Product 298,Home,Max,273,294,331,211.0,856.0,2025-12-08,Changed Mind,203.14,Approved
7,Customer 7,Female,18,Islamabad,Pakistan,2024-12-23,customer7@mail.com,351,355,2025-04-22,4,Card,Completed,351,1092,54.6,297.53,51.87,12,Product 355,Home,Nova,169,273,23,75.0,351.0,2025-04-22,Damaged,1036.86,Pending
8,Customer 8,Female,39,Quetta,Pakistan,2024-03-20,customer8@mail.com,202,176,2025-06-06,1,Wallet,Completed,202,349,17.45,18.97,16.58,3,Product 176,Books,Max,293,349,102,,,,,,
8,Customer 8,Female,39,Quetta,Pakistan,2024-03-20,customer8@mail.com,464,368,2025-08-11,5,Wallet,Completed,464,1875,187.5,-9.88,84.38,18,Product 368,Clothing,Prime,319,375,377,105.0,464.0,2025-08-11,Wrong Item,1445.82,Pending
9,Customer 9,Male,39,Lahore,Pakistan,2024-02-17,customer9@mail.com,58,200,2025-10-01,1,Cash,Completed,58,175,17.5,58.62,7.88,5,Product 200,Books,Eco,86,175,500,102.0,446.0,2025-08-05,Changed Mind,344.74,Pending
9,Customer 9,Male,39,Lahore,Pakistan,2024-02-17,customer9@mail.com,393,433,2025-03-25,3,Cash,Completed,393,963,0.0,157.85,48.15,13,Product 433,Home,Alpha,248,321,182,,,,,,
9,Customer 9,Male,39,Lahore,Pakistan,2024-02-17,customer9@mail.com,494,59,2025-04-02,4,Card,Completed,494,1732,86.6,-72.87,82.27,4,Product 59,Books,Eco,408,433,280,113.0,494.0,2025-04-02,Late Delivery,1544.01,Pending
9,Customer 9,Male,39,Lahore,Pakistan,2024-02-17,customer9@mail.com,494,59,2025-04-02,4,Card,Completed,494,1732,86.6,-72.87,82.27,4,Product 59,Books,Eco,408,433,280,220.0,881.0,2025-06-15,Late Delivery,526.17,Pending
10,Customer 10,Female,24,Multan,Pakistan,2024-06-25,customer10@mail.com,314,460,2025-03-18,4,Cash,Completed,314,920,0.0,263.0,46.0,15,Product 460,Electronics,Eco,149,230,42,167.0,700.0,2025-12-07,Wrong Item,175.1,Approved
10,Customer 10,Female,24,Multan,Pakistan,2024-06-25,customer10@mail.com,513,184,2025-07-02,3,Card,Completed,513,1518,0.0,196.1,75.9,19,Product 184,Books,Max,409,506,336,119.0,513.0,2025-07-02,Changed Mind,807.32,Approved
10,Customer 10,Female,24,Multan,Pakistan,2024-06-25,customer10@mail.com,560,138,2025-10-28,5,Cash,Completed,560,3240,0.0,728.0,162.0,20,Product 138,Books,Eco,466,648,148,183.0,769.0,2025-05-24,Wrong Item,1657.84,Approved
10,Customer 10,Female,24,Multan,Pakistan,2024-06-25,customer10@mail.com,989,442,2025-07-16,4,Wallet,Completed,989,636,0.0,182.2,31.8,10,Product 442,Electronics,Nova,103,159,26,74.0,347.0,2025-10-30,Wrong Item,215.72,Approved
10,Customer 10,Female,24,Multan,Pakistan,2024-06-25,customer10@mail.com,989,442,2025-07-16,4,Wallet,Completed,989,636,0.0,182.2,31.8,10,Product 442,Electronics,Nova,103,159,26,244.0,989.0,2025-07-16,Changed Mind,376.65,Approved
11,Customer 11,Female,20,Rawalpindi,Pakistan,2024-10-01,customer11@mail.com,2,25,2025-08-02,1,Wallet,Completed,2,339,16.95,147.95,16.1,6,Product 25,Electronics,Prime,152,339,483,,,,,,
11,Customer 11,Female,20,Rawalpindi,Pakistan,2024-10-01,customer11@mail.com,365,150,2025-02-02,2,Cash,Completed,365,666,0.0,239.7,33.3,19,Product 150,Sports,Eco,187,333,105,,,,,,
11,Customer 11,Female,20,Rawalpindi,Pakistan,2024-10-01,customer11@mail.com,450,331,2025-01-18,5,Cash,Completed,450,2380,238.0,-180.1,107.1,10,Product 331,Electronics,Nova,441,476,423,,,,,,
12,Customer 12,Male,42,Lahore,Pakistan,2024-10-09,customer12@mail.com,720,301,2025-10-21,5,Wallet,Completed,720,775,38.75,268.44,36.81,6,Product 301,Electronics,Max,85,155,355,,,,,,
13,Customer 13,Female,58,Multan,Pakistan,2024-10-22,customer13@mail.com,38,196,2025-01-28,2,Cash,Completed,38,1114,0.0,299.3,55.7,11,Product 196,Sports,Prime,374,557,44,129.0,554.0,2025-02-16,Late Delivery,955.84,Approved
14,Customer 14,Male,22,Karachi,Pakistan,2024-12-04,customer14@mail.com,139,395,2025-09-26,4,Cash,Completed,139,1544,0.0,99.8,77.2,11,Product 395,Books,Eco,339,386,90,,,,,,
14,Customer 14,Male,22,Karachi,Pakistan,2024-12-04,customer14@mail.com,217,391,2025-11-12,5,Bank,Completed,217,845,84.5,22.48,38.02,10,Product 391,Electronics,Prime,138,169,97,214.0,864.0,2025-10-11,Damaged,247.0,Approved
14,Customer 14,Male,22,Karachi,Pakistan,2024-12-04,customer14@mail.com,480,146,2025-07-21,1,Bank,Completed,480,479,47.9,17.54,21.56,6,Product 146,Electronics,Alpha,386,479,233,24.0,108.0,2025-10-26,Changed Mind,2233.22,Pending
14,Customer 14,Male,22,Karachi,Pakistan,2024-12-04,customer14@mail.com,480,146,2025-07-21,1,Bank,Completed,480,479,47.9,17.54,21.56,6,Product 146,Electronics,Alpha,386,479,233,161.0,670.0,2025-10-15,Wrong Item,1407.55,Approved
14,Customer 14,Male,22,Karachi,Pakistan,2024-12-04,customer14@mail.com,641,38,2025-07-15,4,Bank,Completed,641,1240,124.0,13.2,55.8,15,Product 38,Home,Alpha,258,310,14,,,,,,
14,Customer 14,Male,22,Karachi,Pakistan,2024-12-04,customer14@mail.com,860,79,2025-09-23,3,Bank,Completed,860,477,23.85,170.49,22.66,8,Product 79,Clothing,Alpha,84,159,26,42.0,213.0,2025-06-09,Wrong Item,499.21,Approved
15,Customer 15,Male,36,Lahore,Pakistan,2024-04-29,customer15@mail.com,543,406,2025-03-14,2,Wallet,Completed,543,774,0.0,157.3,38.7,12,Product 406,Clothing,Prime,283,387,463,223.0,895.0,2025-05-19,Wrong Item,1021.16,Pending
15,Customer 15,Male,36,Lahore,Pakistan,2024-04-29,customer15@mail.com,865,317,2025-02-10,5,Wallet,Completed,865,2830,0.0,716.5,141.5,7,Product 317,Sports,Prime,393,566,63,222.0,892.0,2025-01-15,Changed Mind,564.17,Approved
16,Customer 16,Male,42,Quetta,Pakistan,2024-08-20,customer16@mail.com,881,59,2025-06-15,2,Wallet,Completed,881,866,0.0,-7.3,43.3,14,Product 59,Books,Eco,408,433,280,113.0,494.0,2025-04-02,Late Delivery,1544.01,Pending
16,Customer 16,Male,42,Quetta,Pakistan,2024-08-20,customer16@mail.com,881,59,2025-06-15,2,Wallet,Completed,881,866,0.0,-7.3,43.3,14,Product 59,Books,Eco,408,433,280,220.0,881.0,2025-06-15,Late Delivery,526.17,Pending
17,Customer 17,Female,28,Multan,Pakistan,2024-06-30,customer17@mail.com,627,473,2025-03-20,2,Bank,Completed,627,222,22.2,74.81,9.99,15,Product 473,Home,Nova,50,111,391,,,,,,
17,Customer 17,Female,28,Multan,Pakistan,2024-06-30,customer17@mail.com,823,124,2025-02-13,3,Cash,Completed,823,1275,127.5,316.12,57.38,18,Product 124,Sports,Alpha,252,425,13,166.0,698.0,2025-04-19,Damaged,762.46,Approved
17,Customer 17,Female,28,Multan,Pakistan,2024-06-30,customer17@mail.com,823,124,2025-02-13,3,Cash,Completed,823,1275,127.5,316.12,57.38,18,Product 124,Sports,Alpha,252,425,13,200.0,823.0,2025-02-13,Late Delivery,754.24,Approved
17,Customer 17,Female,28,Multan,Pakistan,2024-06-30,customer17@mail.com,840,308,2025-02-01,4,Bank,Completed,840,1756,87.8,518.79,83.41,18,Product 308,Electronics,Nova,262,439,124,207.0,840.0,2025-02-01,Damaged,1010.51,Pending
18,Customer 18,Male,60,Quetta,Pakistan,2024-12-25,customer18@mail.com,105,402,2025-09-19,5,Card,Completed,105,680,68.0,38.4,30.6,8,Product 402,Electronics,Nova,107,136,97,,,,,,
18,Customer 18,Male,60,Quetta,Pakistan,2024-12-25,customer18@mail.com,287,20,2025-09-05,5,Bank,Completed,287,1005,0.0,336.75,50.25,18,Product 20,Home,Nova,120,201,363,,,,,,
18,Customer 18,Male,60,Quetta,Pakistan,2024-12-25,customer18@mail.com,372,341,2025-06-26,3,Card,Completed,372,483,24.15,7.91,22.94,17,Product 341,Electronics,Alpha,137,161,111,153.0,651.0,2025-03-27,Wrong Item,202.99,Approved
18,Customer 18,Male,60,Quetta,Pakistan,2024-12-25,customer18@mail.com,988,139,2025-10-29,3,Wallet,Completed,988,156,7.8,51.79,7.41,5,Product 139,Home,Max,28,52,298,52.0,264.0,2025-12-27,Late Delivery,61.37,Pending
18,Customer 18,Male,60,Quetta,Pakistan,2024-12-25,customer18@mail.com,988,139,2025-10-29,3,Wallet,Completed,988,156,7.8,51.79,7.41,5,Product 139,Home,Max,28,52,298,199.0,821.0,2025-02-23,Damaged,31.67,Approved
18,Customer 18,Male,60,Quetta,Pakistan,2024-12-25,customer18@mail.com,988,139,2025-10-29,3,Wallet,Completed,988,156,7.8,51.79,7.41,5,Product 139,Home,Max,28,52,298,243.0,988.0,2025-10-29,Changed Mind,137.42,Pending
19,Customer 19,Male,56,Islamabad,Pakistan,2024-09-30,customer19@mail.com,237,75,2025-12-08,1,Bank,Completed,237,346,17.3,101.27,16.43,5,Product 75,Clothing,Nova,206,346,437,49.0,237.0,2025-12-08,Wrong Item,232.88,Approved
19,Customer 19,Male,56,Islamabad,Pakistan,2024-09-30,customer19@mail.com,525,339,2025-10-22,2,Cash,Completed,525,982,98.2,-39.39,44.19,19,Product 339,Clothing,Nova,430,491,431,,,,,,
20,Customer 20,Male,28,Rawalpindi,Pakistan,2024-07-13,customer20@mail.com,256,399,2025-02-17,2,Wallet,Completed,256,270,27.0,167.85,12.15,3,Product 399,Books,Max,30,135,440,,,,,,
20,Customer 20,Male,28,Rawalpindi,Pakistan,2024-07-13,customer20@mail.com,673,472,2025-07-17,1,Card,Completed,673,566,0.0,103.7,28.3,16,Product 472,Clothing,Prime,418,566,345,,,,,,
21,Customer 21,Female,58,Peshawar,Pakistan,2024-12-16,customer21@mail.com,7,281,2025-04-17,4,Wallet,Completed,7,2336,116.8,362.24,110.96,10,Product 281,Sports,Prime,434,584,289,1.0,7.0,2025-04-17,Damaged,1854.84,Pending
21,Customer 21,Female,58,Peshawar,Pakistan,2024-12-16,customer21@mail.com,77,113,2025-04-29,4,Cash,Completed,77,552,27.6,152.18,26.22,14,Product 113,Home,Nova,83,138,204,18.0,77.0,2025-04-29,Late Delivery,437.5,Pending
21,Customer 21,Female,58,Peshawar,Pakistan,2024-12-16,customer21@mail.com,332,69,2025-11-20,1,Wallet,Completed,332,141,0.0,102.95,7.05,3,Product 69,Home,Alpha,28,141,287,,,,,,
21,Customer 21,Female,58,Peshawar,Pakistan,2024-12-16,customer21@mail.com,724,66,2025-04-16,5,Card,Completed,724,1690,0.0,500.5,84.5,20,Product 66,Books,Alpha,217,338,296,,,,,,
22,Customer 22,Female,21,Peshawar,Pakistan,2024-01-17,customer22@mail.com,158,382,2025-09-24,5,Cash,Completed,158,545,27.25,253.86,25.89,18,Product 382,Home,Prime,44,109,95,219.0,876.0,2025-08-12,Late Delivery,367.78,Pending
22,Customer 22,Female,21,Peshawar,Pakistan,2024-01-17,customer22@mail.com,388,422,2025-10-27,3,Bank,Completed,388,1185,59.25,182.46,56.29,20,Product 422,Books,Prime,289,395,448,124.0,540.0,2025-03-15,Damaged,639.62,Approved
23,Customer 23,Female,43,Quetta,Pakistan,2024-02-03,customer23@mail.com,349,21,2025-09-16,4,Cash,Completed,349,1980,99.0,307.95,94.05,19,Product 21,Home,Eco,365,495,188,,,,,,
23,Customer 23,Female,43,Quetta,Pakistan,2024-02-03,customer23@mail.com,603,500,2025-04-12,1,Card,Completed,603,352,17.6,-28.32,16.72,8,Product 500,Sports,Prime,338,352,404,10.0,42.0,2025-10-10,Changed Mind,986.75,Approved
23,Customer 23,Female,43,Quetta,Pakistan,2024-02-03,customer23@mail.com,603,500,2025-04-12,1,Card,Completed,603,352,17.6,-28.32,16.72,8,Product 500,Sports,Prime,338,352,404,139.0,603.0,2025-04-12,Wrong Item,211.01,Pending
23,Customer 23,Female,43,Quetta,Pakistan,2024-02-03,customer23@mail.com,728,122,2025-04-07,1,Card,Completed,728,89,4.45,-10.68,4.23,9,Product 122,Clothing,Max,82,89,243,245.0,994.0,2025-01-08,Late Delivery,100.12,Pending
25,Customer 25,Female,43,Rawalpindi,Pakistan,2024-03-14,customer25@mail.com,30,284,2025-10-27,4,Wallet,Completed,30,180,18.0,45.9,8.1,8,Product 284,Sports,Max,25,45,156,,,,,,
25,Customer 25,Female,43,Rawalpindi,Pakistan,2024-03-14,customer25@mail.com,534,388,2025-08-18,1,Bank,Completed,534,227,22.7,-5.92,10.22,3,Product 388,Sports,Max,197,227,343,,,,,,
25,Customer 25,Female,43,Rawalpindi,Pakistan,2024-03-14,customer25@mail.com,649,396,2025-04-14,4,Card,Completed,649,248,12.4,85.82,11.78,10,Product 396,Home,Nova,32,62,107,152.0,649.0,2025-04-14,Damaged,119.69,Approved
25,Customer 25,Female,43,Rawalpindi,Pakistan,2024-03-14,customer25@mail.com,891,202,2025-12-23,3,Wallet,Completed,891,1515,75.75,365.29,71.96,6,Product 202,Sports,Eco,332,505,24,,,,,,
26,Customer 26,Female,26,Peshawar,Pakistan,2024-10-14,customer26@mail.com,265,67,2025-08-30,1,Cash,Completed,265,418,0.0,141.1,20.9,15,Product 67,Home,Alpha,241,418,212,53.0,265.0,2025-08-30,Wrong Item,298.13,Pending
26,Customer 26,Female,26,Peshawar,Pakistan,2024-10-14,customer26@mail.com,265,67,2025-08-30,1,Cash,Completed,265,418,0.0,141.1,20.9,15,Product 67,Home,Alpha,241,418,212,201.0,825.0,2025-06-19,Wrong Item,339.99,Approved
28,Customer 28,Female,41,Peshawar,Pakistan,2024-03-11,customer28@mail.com,226,354,2025-03-14,5,Wallet,Completed,226,2670,267.0,240.85,120.15,17,Product 354,Home,Max,405,534,267,47.0,226.0,2025-03-14,Wrong Item,1803.04,Approved
28,Customer 28,Female,41,Peshawar,Pakistan,2024-03-11,customer28@mail.com,226,354,2025-03-14,5,Wallet,Completed,226,2670,267.0,240.85,120.15,17,Product 354,Home,Max,405,534,267,96.0,431.0,2025-06-22,Changed Mind,624.55,Approved
28,Customer 28,Female,41,Peshawar,Pakistan,2024-03-11,customer28@mail.com,226,354,2025-03-14,5,Wallet,Completed,226,2670,267.0,240.85,120.15,17,Product 354,Home,Max,405,534,267,115.0,499.0,2025-06-04,Damaged,1187.52,Approved
28,Customer 28,Female,41,Peshawar,Pakistan,2024-03-11,customer28@mail.com,550,491,2025-09-25,5,Card,Completed,550,2735,136.75,179.34,129.91,19,Product 491,Home,Nova,454,547,62,191.0,795.0,2025-10-05,Changed Mind,364.41,Approved
30,Customer 30,Male,58,Islamabad,Pakistan,2024-12-14,customer30@mail.com,690,500,2025-06-19,3,Cash,Completed,690,1056,0.0,-27.8,52.8,17,Product 500,Sports,Prime,338,352,404,10.0,42.0,2025-10-10,Changed Mind,986.75,Approved
30,Customer 30,Male,58,Islamabad,Pakistan,2024-12-14,customer30@mail.com,690,500,2025-06-19,3,Cash,Completed,690,1056,0.0,-27.8,52.8,17,Product 500,Sports,Prime,338,352,404,139.0,603.0,2025-04-12,Wrong Item,211.01,Pending
30,Customer 30,Male,58,Islamabad,Pakistan,2024-12-14,customer30@mail.com,787,321,2025-07-02,1,Card,Completed,787,563,56.3,7.36,25.34,11,Product 321,Sports,Alpha,463,563,307,187.0,787.0,2025-07-02,Damaged,499.51,Pending
31,Customer 31,Female,56,Lahore,Pakistan,2024-07-16,customer31@mail.com,14,483,2025-02-23,2,Wallet,Completed,14,756,75.6,-27.62,34.02,18,Product 483,Home,Alpha,328,378,12,169.0,706.0,2025-04-23,Damaged,654.92,Pending
31,Customer 31,Female,56,Lahore,Pakistan,2024-07-16,customer31@mail.com,345,144,2025-02-26,2,Wallet,Completed,345,1086,54.3,86.11,51.59,16,Product 144,Books,Prime,439,543,206,73.0,345.0,2025-02-26,Late Delivery,693.08,Approved
32,Customer 32,Female,56,Rawalpindi,Pakistan,2024-09-27,customer32@mail.com,292,323,2025-10-24,4,Card,Completed,292,1832,183.2,330.36,82.44,4,Product 323,Electronics,Eco,308,458,349,,,,,,
32,Customer 32,Female,56,Rawalpindi,Pakistan,2024-09-27,customer32@mail.com,588,471,2025-01-29,4,Bank,Completed,588,716,71.6,380.18,32.22,16,Product 471,Clothing,Prime,54,179,381,136.0,588.0,2025-01-29,Damaged,540.51,Pending
33,Customer 33,Female,53,Karachi,Pakistan,2024-12-14,customer33@mail.com,17,134,2025-01-07,3,Card,Completed,17,900,90.0,159.5,40.5,13,Product 134,Books,Eco,199,300,38,,,,,,
33,Customer 33,Female,53,Karachi,Pakistan,2024-12-14,customer33@mail.com,170,338,2025-07-18,5,Card,Completed,170,2280,228.0,-148.6,102.6,18,Product 338,Electronics,Alpha,416,456,41,41.0,206.0,2025-02-25,Damaged,897.18,Pending
33,Customer 33,Female,53,Karachi,Pakistan,2024-12-14,customer33@mail.com,170,338,2025-07-18,5,Card,Completed,170,2280,228.0,-148.6,102.6,18,Product 338,Electronics,Alpha,416,456,41,128.0,551.0,2025-04-03,Changed Mind,1847.18,Approved
33,Customer 33,Female,53,Karachi,Pakistan,2024-12-14,customer33@mail.com,170,338,2025-07-18,5,Card,Completed,170,2280,228.0,-148.6,102.6,18,Product 338,Electronics,Alpha,416,456,41,212.0,859.0,2025-06-07,Damaged,1175.22,Approved
33,Customer 33,Female,53,Karachi,Pakistan,2024-12-14,customer33@mail.com,584,321,2025-01-15,1,Wallet,Completed,584,563,28.15,42.11,26.74,3,Product 321,Sports,Alpha,463,563,307,187.0,787.0,2025-07-02,Damaged,499.51,Pending
33,Customer 33,Female,53,Karachi,Pakistan,2024-12-14,customer33@mail.com,686,176,2025-10-27,1,Card,Completed,686,349,17.45,3.97,16.58,18,Product 176,Books,Max,293,349,102,,,,,,
34,Customer 34,Male,52,Quetta,Pakistan,2024-11-24,customer34@mail.com,664,446,2025-02-05,4,Card,Completed,664,1648,0.0,538.6,82.4,7,Product 446,Sports,Nova,255,412,455,,,,,,
35,Customer 35,Female,25,Quetta,Pakistan,2024-08-10,customer35@mail.com,391,307,2025-10-25,3,Wallet,Completed,391,1353,135.3,-140.19,60.89,16,Product 307,Books,Prime,427,451,71,,,,,,
35,Customer 35,Female,25,Quetta,Pakistan,2024-08-10,customer35@mail.com,654,454,2025-07-30,2,Bank,Completed,654,142,14.2,85.41,6.39,18,Product 454,Home,Max,9,71,422,192.0,798.0,2025-03-14,Late Delivery,196.72,Pending
35,Customer 35,Female,25,Quetta,Pakistan,2024-08-10,customer35@mail.com,778,248,2025-09-26,4,Cash,Completed,778,1536,0.0,336.2,76.8,11,Product 248,Clothing,Eco,278,384,432,,,,,,
37,Customer 37,Male,50,Lahore,Pakistan,2024-11-16,customer37@mail.com,135,41,2025-06-25,2,Card,Completed,135,592,29.6,7.28,28.12,13,Product 41,Books,Eco,257,296,149,,,,,,
37,Customer 37,Male,50,Lahore,Pakistan,2024-11-16,customer37@mail.com,732,323,2025-11-21,3,Card,Completed,732,1374,137.4,236.77,61.83,14,Product 323,Electronics,Eco,308,458,349,,,,,,
37,Customer 37,Male,50,Lahore,Pakistan,2024-11-16,customer37@mail.com,973,487,2025-11-03,4,Cash,Completed,973,2504,250.4,126.92,112.68,18,Product 487,Sports,Alpha,499,626,29,151.0,644.0,2025-03-13,Damaged,1210.89,Approved
38,Customer 38,Female,58,Peshawar,Pakistan,2024-03-19,customer38@mail.com,814,245,2025-03-22,5,Cash,Completed,814,1710,0.0,340.5,85.5,14,Product 245,Books,Alpha,254,342,454,196.0,814.0,2025-03-22,Damaged,1064.51,Pending
38,Customer 38,Female,58,Peshawar,Pakistan,2024-03-19,customer38@mail.com,960,227,2025-11-07,3,Cash,Completed,960,1635,0.0,337.25,81.75,13,Product 227,Home,Max,401,545,431,237.0,960.0,2025-11-07,Wrong Item,1184.97,Approved
39,Customer 39,Female,28,Karachi,Pakistan,2024-11-02,customer39@mail.com,899,498,2025-01-31,4,Card,Completed,899,1660,0.0,60.0,83.0,9,Product 498,Clothing,Alpha,377,415,311,,,,,,
39,Customer 39,Female,28,Karachi,Pakistan,2024-11-02,customer39@mail.com,969,274,2025-05-04,5,Bank,Completed,969,2350,117.5,556.88,111.62,4,Product 274,Books,Prime,312,470,408,,,,,,
40,Customer 40,Female,49,Karachi,Pakistan,2024-02-27,customer40@mail.com,396,264,2025-11-18,2,Card,Completed,396,484,0.0,351.8,24.2,8,Product 264,Electronics,Alpha,50,242,170,,,,,,
40,Customer 40,Female,49,Karachi,Pakistan,2024-02-27,customer40@mail.com,403,10,2025-08-09,4,Cash,Completed,403,2416,0.0,589.2,120.8,6,Product 10,Clothing,Alpha,425,604,303,83.0,403.0,2025-08-09,Damaged,2005.02,Pending
40,Customer 40,Female,49,Karachi,Pakistan,2024-02-27,customer40@mail.com,640,387,2025-09-16,1,Bank,Completed,640,347,17.35,80.17,16.48,17,Product 387,Sports,Prime,216,347,289,150.0,640.0,2025-09-16,Damaged,199.01,Pending
40,Customer 40,Female,49,Karachi,Pakistan,2024-02-27,customer40@mail.com,980,30,2025-08-13,2,Card,Completed,980,1216,60.8,157.44,57.76,4,Product 30,Clothing,Nova,468,608,36,,,,,,
